,Date,Team,Opp1,Lg,Att,Cmp,Pct,Pass_Yds,YPA,Pass_TD,TD%T%,Int,Int%I%,Lg,FD,20+,Sack,Loss,Rate,Res,Date,Team,Opp2,Lg,Att,Rush_Yds,Avg,Lg,Rush_TD,FD,10+,Res,Date,Team,Opp3,Lg,Rec,Rec_Yds,Avg,Lg,Rec_TD,FD,20+,Tar,YAC,Res
4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BAL,@ PIT,NFL,0,0,0.00,0,0,0,0,"W, 16-14",12/11/22,BAL,@ PIT,NFL,0,0,0.00,0,0,0,0,0,0,"W, 16-14"
4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BAL,@ CLE,NFL,1,3,3.00,3,0,1,0,"L, 13-3",12/17/22,BAL,@ CLE,NFL,1,15,15.00,15,0,1,0,1,17,"L, 13-3"
4483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BAL,vs ATL,NFL,0,0,0.00,0,0,0,0,"W, 17-9",12/24/22,BAL,vs ATL,NFL,1,4,4.00,4,0,0,0,1,3,"W, 17-9"
4484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/23,BAL,vs PIT,NFL,0,0,0.00,0,0,0,0,"L, 16-13",01/01/23,BAL,vs PIT,NFL,0,0,0.00,0,0,0,0,0,0,"L, 16-13"
4485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,BAL,@ CIN,NFL,7,34,4.86,12,0,4,1,"L, 27-16",01/08/23,BAL,@ CIN,NFL,0,0,0.00,0,0,0,0,0,0,"L, 27-16"
4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BAL,@ CIN,NFL,0,0,0.00,0,0,0,0,"L, 24-17",01/15/23,BAL,@ CIN,NFL,2,10,5.00,9,0,0,0,2,9,"L, 24-17"
4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/22,BAL,@ NYJ,NFL,4,54,13.50,25t,2,2,1,4,7,"W, 24-9"
4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/18/22,BAL,vs MIA,NFL,2,42,21.00,26,0,2,1,2,7,"L, 42-38"
4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,BAL,@ NE,NFL,2,25,12.50,21,1,2,1,2,10,"W, 37-26"
4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,BAL,vs BUF,NFL,4,51,12.75,21,0,2,1,5,8,"L, 23-20"
4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,BAL,vs CIN,NFL,5,54,10.80,21,0,2,1,7,24,"W, 19-17"
4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BAL,@ NYG,NFL,1,14,14.00,14,0,1,0,5,16,"L, 24-20"
4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,BAL,vs CLE,NFL,2,42,21.00,31,0,2,1,3,11,"W, 23-20"
4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/27/22,BAL,@ TB,NFL,4,31,7.75,13,0,3,0,4,26,"W, 27-22"
4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/07/22,BAL,@ NO,NFL,1,5,5.00,5,0,0,0,1,1,"W, 27-13"
4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BAL,vs CAR,NFL,1,3,3.00,3,0,0,0,1,4,"W, 13-3"
4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/27/22,BAL,@ JAX,NFL,3,23,7.67,11,0,1,0,5,10,"L, 28-27"
4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/04/22,BAL,vs DEN,NFL,6,34,5.67,13,0,1,0,6,9,"W, 10-9"
4499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BAL,@ PIT,NFL,0,0,0.00,0,0,0,0,1,0,"W, 16-14"
4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BAL,@ CLE,NFL,2,29,14.50,19,0,1,0,3,23,"L, 13-3"
4501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/11/22,BAL,vs TEN,NFL,5,22,4.40,9,1,1,0,"W, 23-10",08/11/22,BAL,vs TEN,NFL,0,0,0.00,0,0,0,0,0,0,"W, 23-10"
4502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/21/22,BAL,@ ARI,NFL,6,18,3.00,7,0,0,0,"W, 24-17",08/21/22,BAL,@ ARI,NFL,1,5,5.00,5,0,0,0,1,3,"W, 24-17"
4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/27/22,BAL,vs WAS,NFL,2,0,0.00,1,0,0,0,"W, 17-15",08/27/22,BAL,vs WAS,NFL,0,0,0.00,0,0,0,0,0,0,"W, 17-15"
4504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/22,BAL,@ NYJ,NFL,2,11,5.50,10,0,1,1,"W, 24-9",09/11/22,BAL,@ NYJ,NFL,0,0,0.00,0,0,0,0,0,0,"W, 24-9"
4505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/18/22,BAL,vs MIA,NFL,5,4,0.80,3,0,0,0,"L, 42-38",09/18/22,BAL,vs MIA,NFL,0,0,0.00,0,0,0,0,0,0,"L, 42-38"
4506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,BAL,@ NE,NFL,0,0,0.00,0,0,0,0,"W, 37-26",09/25/22,BAL,@ NE,NFL,0,0,0.00,0,0,0,0,0,0,"W, 37-26"
4507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,BAL,vs BUF,NFL,0,0,0.00,0,0,0,0,"L, 23-20",10/02/22,BAL,vs BUF,NFL,0,0,0.00,0,0,0,0,0,0,"L, 23-20"
4508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,BAL,vs CIN,NFL,1,3,3.00,3,0,0,0,"W, 19-17",10/09/22,BAL,vs CIN,NFL,0,0,0.00,0,0,0,0,0,0,"W, 19-17"
4509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BAL,@ NYG,NFL,0,0,0.00,0,0,0,0,"L, 24-20",10/16/22,BAL,@ NYG,NFL,0,0,0.00,0,0,0,0,0,0,"L, 24-20"
4510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/07/22,BAL,@ NO,NFL,0,0,0.00,0,0,0,0,"W, 27-13",11/07/22,BAL,@ NO,NFL,1,7,7.00,7,0,0,0,1,11,"W, 27-13"
4511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BAL,vs CAR,NFL,0,0,0.00,0,0,0,0,"W, 13-3",11/20/22,BAL,vs CAR,NFL,1,-3,-3.00,-3,0,0,0,1,0,"W, 13-3"
4512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/21/22,BAL,@ ARI,NFL,0,0,0.00,0,0,0,0,"W, 24-17",08/21/22,BAL,@ ARI,NFL,1,1,1.00,1,0,0,0,1,1,"W, 24-17"
4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/22,BAL,@ NYJ,NFL,0,0,0.00,0,0,0,0,"W, 24-9",09/11/22,BAL,@ NYJ,NFL,1,7,7.00,7,0,0,0,1,5,"W, 24-9"
4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/18/22,BAL,vs MIA,NFL,1,5,5.00,5,0,1,0,"L, 42-38",09/18/22,BAL,vs MIA,NFL,0,0,0.00,0,0,0,0,0,0,"L, 42-38"
4515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,BAL,@ NE,NFL,0,0,0.00,0,0,0,0,"W, 37-26",09/25/22,BAL,@ NE,NFL,1,12,12.00,12,0,0,0,1,10,"W, 37-26"
4516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,BAL,vs BUF,NFL,1,3,3.00,3,0,1,0,"L, 23-20",10/02/22,BAL,vs BUF,NFL,3,17,5.67,7,0,0,0,3,16,"L, 23-20"
4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,BAL,vs CIN,NFL,0,0,0.00,0,0,0,0,"W, 19-17",10/09/22,BAL,vs CIN,NFL,0,0,0.00,0,0,0,0,0,0,"W, 19-17"
4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BAL,@ NYG,NFL,0,0,0.00,0,0,0,0,"L, 24-20",10/16/22,BAL,@ NYG,NFL,0,0,0.00,0,0,0,0,1,0,"L, 24-20"
4519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,BAL,vs CLE,NFL,1,0,0.00,0,0,0,0,"W, 23-20",10/23/22,BAL,vs CLE,NFL,2,20,10.00,19,0,1,0,2,22,"W, 23-20"
4520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/27/22,BAL,@ TB,NFL,0,0,0.00,0,0,0,0,"W, 27-22",10/27/22,BAL,@ TB,NFL,0,0,0.00,0,0,0,0,0,0,"W, 27-22"
4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/07/22,BAL,@ NO,NFL,1,2,2.00,2,0,1,0,"W, 27-13",11/07/22,BAL,@ NO,NFL,1,4,4.00,4,0,0,0,1,2,"W, 27-13"
4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BAL,vs CAR,NFL,1,4,4.00,4,0,1,0,"W, 13-3",11/20/22,BAL,vs CAR,NFL,0,0,0.00,0,0,0,0,0,0,"W, 13-3"
4523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/27/22,BAL,@ JAX,NFL,0,0,0.00,0,0,0,0,"L, 28-27",11/27/22,BAL,@ JAX,NFL,2,14,7.00,10,0,0,0,3,17,"L, 28-27"
4524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/04/22,BAL,vs DEN,NFL,0,0,0.00,0,0,0,0,"W, 10-9",12/04/22,BAL,vs DEN,NFL,1,0,0.00,0,0,0,0,1,0,"W, 10-9"
4525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BAL,@ PIT,NFL,1,2,2.00,2,0,1,0,"W, 16-14",12/11/22,BAL,@ PIT,NFL,0,0,0.00,0,0,0,0,0,0,"W, 16-14"
4526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BAL,@ CLE,NFL,1,0,0.00,0,0,0,0,"L, 13-3",12/17/22,BAL,@ CLE,NFL,0,0,0.00,0,0,0,0,0,0,"L, 13-3"
4527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BAL,vs ATL,NFL,0,0,0.00,0,0,0,0,"W, 17-9",12/24/22,BAL,vs ATL,NFL,0,0,0.00,0,0,0,0,0,0,"W, 17-9"
4528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/23,BAL,vs PIT,NFL,0,0,0.00,0,0,0,0,"L, 16-13",01/01/23,BAL,vs PIT,NFL,0,0,0.00,0,0,0,0,0,0,"L, 16-13"
4529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,BAL,@ CIN,NFL,0,0,0.00,0,0,0,0,"L, 27-16",01/08/23,BAL,@ CIN,NFL,0,0,0.00,0,0,0,0,0,0,"L, 27-16"
4530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BAL,@ CIN,NFL,0,0,0.00,0,0,0,0,"L, 24-17",01/15/23,BAL,@ CIN,NFL,0,0,0.00,0,0,0,0,2,0,"L, 24-17"
4531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/22,BAL,@ NYJ,NFL,5,52,10.40,17,0,3,0,7,11,"W, 24-9"
4532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/18/22,BAL,vs MIA,NFL,9,104,11.56,25,1,6,1,11,24,"L, 42-38"
4533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,BAL,@ NE,NFL,8,89,11.12,25,2,6,1,13,36,"W, 37-26"
4534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,BAL,vs BUF,NFL,2,15,7.50,9,0,1,0,5,4,"L, 23-20"
4535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,BAL,vs CIN,NFL,8,89,11.12,20,1,5,1,10,37,"W, 19-17"
4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BAL,@ NYG,NFL,7,106,15.14,18,1,7,0,11,17,"L, 24-20"
4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,BAL,vs CLE,NFL,0,0,0.00,0,0,0,0,2,0,"W, 23-20"
4538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/27/22,BAL,@ TB,NFL,3,33,11.00,22,0,1,1,5,16,"W, 27-22"
4539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BAL,vs CAR,NFL,6,63,10.50,16,0,3,0,8,12,"W, 13-3"
4540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/27/22,BAL,@ JAX,NFL,4,50,12.50,25,0,2,1,7,15,"L, 28-27"
4541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/04/22,BAL,vs DEN,NFL,4,53,13.25,22,0,2,1,7,14,"W, 10-9"
4542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BAL,@ PIT,NFL,2,17,8.50,10,0,2,0,6,4,"W, 16-14"
4543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BAL,@ CLE,NFL,3,31,10.33,19,0,2,0,7,6,"L, 13-3"
4544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BAL,vs ATL,NFL,3,45,15.00,36,0,2,1,5,14,"W, 17-9"
4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/23,BAL,vs PIT,NFL,9,100,11.11,19,0,6,0,9,33,"L, 16-13"
4546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BAL,@ CIN,NFL,5,73,14.60,29,0,3,2,10,24,"L, 24-17"
4547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/12/22,ARI,@ CIN,NFL,4,57,14.25,36,0,2,1,7,12,"W, 36-23"
4548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/21/22,ARI,vs BAL,NFL,5,54,10.80,16,0,4,0,8,21,"L, 24-17"
4549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/27/22,ARI,@ TEN,NFL,5,115,23.00,74,0,4,1,8,80,"L, 26-23"
4550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/22,ARI,vs KC,NFL,1,10,10.00,10,0,1,0,3,4,"L, 44-21"
4551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,ARI,vs LA,NFL,1,11,11.00,11,0,1,0,2,1,"L, 20-12"
4552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,ARI,@ CAR,NFL,0,0,0.00,0,0,0,0,0,0,"W, 26-16"
4553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BAL,vs ATL,NFL,0,0,0.00,0,0,0,0,0,0,"W, 17-9"
4554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/23,BAL,vs PIT,NFL,0,0,0.00,0,0,0,0,0,0,"L, 16-13"
4555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BAL,@ CIN,NFL,0,0,0.00,0,0,0,0,0,0,"L, 24-17"
4556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/04/22,LV,vs JAX,NFL,2,17,8.50,13,0,1,0,2,5,"W, 27-11"
4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/14/22,LV,vs MIN,NFL,2,28,14.00,23,0,0,1,3,0,"W, 26-20"
4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/27/22,BAL,vs WAS,NFL,4,135,33.75,67t,1,3,2,6,55,"W, 17-15"
4559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/22,BAL,@ NYJ,NFL,2,19,9.50,11,0,1,0,4,9,"W, 24-9"
4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/18/22,BAL,vs MIA,NFL,1,12,12.00,12t,1,1,0,2,0,"L, 42-38"
4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,BAL,@ NE,NFL,0,0,0.00,0,0,0,0,1,0,"W, 37-26"
4562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,BAL,vs BUF,NFL,2,10,5.00,7,0,0,0,3,3,"L, 23-20"
4563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,BAL,vs CIN,NFL,1,8,8.00,8,0,0,0,2,0,"W, 19-17"
4564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BAL,@ NYG,NFL,3,27,9.00,15,0,1,0,5,9,"L, 24-20"
4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,BAL,vs CLE,NFL,0,0,0.00,0,0,0,0,0,0,"W, 23-20"
4566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/27/22,BAL,@ TB,NFL,6,64,10.67,16,0,4,0,8,36,"W, 27-22"
4567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/07/22,BAL,@ NO,NFL,1,12,12.00,12,0,0,0,4,0,"W, 27-13"
4568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BAL,vs CAR,NFL,9,128,14.22,31,0,6,3,9,40,"W, 13-3"
4569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/27/22,BAL,@ JAX,NFL,1,17,17.00,17,0,1,0,4,8,"L, 28-27"
4570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/04/22,BAL,vs DEN,NFL,7,41,5.86,10,0,2,0,8,14,"W, 10-9"
4571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BAL,@ PIT,NFL,5,52,10.40,23,0,2,1,6,17,"W, 16-14"
4572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BAL,@ CLE,NFL,6,29,4.83,14,0,1,0,6,1,"L, 13-3"
4573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BAL,vs ATL,NFL,1,6,6.00,6t,1,1,0,1,0,"W, 17-9"
4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/23,BAL,vs PIT,NFL,1,9,9.00,9,0,1,0,3,0,"L, 16-13"
4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,BAL,@ CIN,NFL,2,24,12.00,13,0,2,0,9,13,"L, 27-16"
4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BAL,@ CIN,NFL,2,49,24.50,41t,1,1,1,3,15,"L, 24-17"
4577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/11/22,BAL,vs TEN,NFL,4,44,11.00,22,0,3,1,4,13,"W, 23-10"
4578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/21/22,BAL,@ ARI,NFL,8,100,12.50,31,1,6,2,8,55,"W, 24-17"
4579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/22,BAL,@ NYJ,NFL,0,0,0.00,0,0,0,0,4,0,"W, 24-9"
4580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/18/22,BAL,vs MIA,NFL,4,43,10.75,34,0,1,1,5,30,"L, 42-38"
4581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,BAL,@ NE,NFL,1,8,8.00,8,0,0,0,2,10,"W, 37-26"
4582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,BAL,vs BUF,NFL,0,0,0.00,0,0,0,0,0,0,"L, 23-20"
4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,BAL,vs CIN,NFL,2,7,3.50,5,0,0,0,2,8,"W, 19-17"
4584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BAL,@ NYG,NFL,2,30,15.00,19,0,2,0,4,13,"L, 24-20"
4585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,BAL,vs CLE,NFL,1,16,16.00,16,0,1,0,1,6,"W, 23-20"
4586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/27/22,BAL,@ TB,NFL,6,77,12.83,17,1,5,0,7,25,"W, 27-22"
4587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/07/22,BAL,@ NO,NFL,1,24,24.00,24t,1,1,1,5,2,"W, 27-13"
4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BAL,vs CAR,NFL,1,1,1.00,1,0,0,0,3,3,"W, 13-3"
4589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/04/22,BAL,vs DEN,NFL,4,30,7.50,12,0,2,0,4,10,"W, 10-9"
4590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BAL,@ PIT,NFL,0,0,0.00,0,0,0,0,0,0,"W, 16-14"
4591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BAL,@ CLE,NFL,2,18,9.00,9,0,1,0,3,8,"L, 13-3"
4592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BAL,vs ATL,NFL,1,4,4.00,4,0,0,0,2,0,"W, 17-9"
