,Date,Team,Opp1,Lg,Att,Cmp,Pct,Pass_Yds,YPA,Pass_TD,TD%T%,Int,Int%I%,Lg,FD,20+,Sack,Loss,Rate,Res,Date,Team,Opp2,Lg,Att,Rush_Yds,Avg,Lg,Rush_TD,FD,10+,Res,Date,Team,Opp3,Lg,Rec,Rec_Yds,Avg,Lg,Rec_TD,FD,20+,Tar,YAC,Res
4383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/30/22,NYG,@ SEA,NFL,0,0,0.00,0,0,0,0,"L, 27-13",10/30/22,NYG,@ SEA,NFL,0,0,0.00,0,0,0,0,1,0,"L, 27-13"
4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/13/22,NYG,vs HOU,NFL,0,0,0.00,0,0,0,0,"W, 24-16",11/13/22,NYG,vs HOU,NFL,2,9,4.50,9t,1,1,0,2,11,"W, 24-16"
4385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,NYG,vs DET,NFL,0,0,0.00,0,0,0,0,"L, 31-18",11/20/22,NYG,vs DET,NFL,2,20,10.00,13,0,1,0,3,4,"L, 31-18"
4386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/24/22,NYG,@ DAL,NFL,0,0,0.00,0,0,0,0,"L, 28-20",11/24/22,NYG,@ DAL,NFL,1,20,20.00,20,0,1,1,2,21,"L, 28-20"
4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/18/22,NYG,@ WAS,NFL,0,0,0.00,0,0,0,0,"W, 20-12",12/18/22,NYG,@ WAS,NFL,0,0,0.00,0,0,0,0,0,0,"W, 20-12"
4388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,NYG,@ PHI,NFL,0,0,0.00,0,0,0,0,"L, 22-16",01/08/23,NYG,@ PHI,NFL,8,69,8.62,16,0,5,0,10,42,"L, 22-16"
4389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,NYG,@ MIN,NFL,0,0,0.00,0,0,0,0,"W, 31-24",01/15/23,NYG,@ MIN,NFL,1,4,4.00,4,0,0,0,2,1,"W, 31-24"
4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/21/23,NYG,@ PHI,NFL,0,0,0.00,0,0,0,0,"L, 38-7",01/21/23,NYG,@ PHI,NFL,1,16,16.00,16,0,1,0,1,1,"L, 38-7"
4391,09/11/22,BAL,@ NYJ,NFL,30,17,56.7,213,7.1,3,10.0,1,3.3,55t,8,2,2,2,98.3,"W, 24-9",09/11/22,BAL,@ NYJ,NFL,6,17,2.83,8,0,2,0,"W, 24-9",09/11/22,BAL,@ NYJ,NFL,0,0,0.00,0,0,0,0,0,0,"W, 24-9"
4392,09/18/22,BAL,vs MIA,NFL,29,21,72.4,318,11.0,3,10.3,0,0.0,75t,13,4,0,0,142.6,"L, 42-38",09/18/22,BAL,vs MIA,NFL,9,119,13.22,79t,1,3,3,"L, 42-38",09/18/22,BAL,vs MIA,NFL,0,0,0.00,0,0,0,0,0,0,"L, 42-38"
4393,09/25/22,BAL,@ NE,NFL,29,18,62.1,218,7.5,4,13.8,1,3.4,35,11,4,4,12,110.3,"W, 37-26",09/25/22,BAL,@ NE,NFL,11,107,9.73,38,1,6,4,"W, 37-26",09/25/22,BAL,@ NE,NFL,0,0,0.00,0,0,0,0,0,0,"W, 37-26"
4394,10/02/22,BAL,vs BUF,NFL,29,20,69.0,144,5.0,1,3.4,2,6.9,21,7,2,2,10,63.0,"L, 23-20",10/02/22,BAL,vs BUF,NFL,11,73,6.64,18,0,4,3,"L, 23-20",10/02/22,BAL,vs BUF,NFL,0,0,0.00,0,0,0,0,0,0,"L, 23-20"
4395,10/09/22,BAL,vs CIN,NFL,32,19,59.4,174,5.4,1,3.1,1,3.1,21,7,2,1,4,71.6,"W, 19-17",10/09/22,BAL,vs CIN,NFL,12,58,4.83,19,0,5,2,"W, 19-17",10/09/22,BAL,vs CIN,NFL,0,0,0.00,0,0,0,0,0,0,"W, 19-17"
4396,10/16/22,BAL,@ NYG,NFL,32,17,53.1,210,6.6,1,3.1,1,3.1,19,13,0,2,15,71.1,"L, 24-20",10/16/22,BAL,@ NYG,NFL,7,77,11.00,25,0,4,5,"L, 24-20",10/16/22,BAL,@ NYG,NFL,0,0,0.00,0,0,0,0,0,0,"L, 24-20"
4397,10/23/22,BAL,vs CLE,NFL,16,9,56.2,120,7.5,0,0.0,0,0.0,31,5,2,3,26,80.2,"W, 23-20",10/23/22,BAL,vs CLE,NFL,10,59,5.90,11,0,5,4,"W, 23-20",10/23/22,BAL,vs CLE,NFL,0,0,0.00,0,0,0,0,0,0,"W, 23-20"
4398,10/27/22,BAL,@ TB,NFL,38,27,71.1,238,6.3,2,5.3,0,0.0,22,15,1,3,16,104.9,"W, 27-22",10/27/22,BAL,@ TB,NFL,9,43,4.78,25,0,2,2,"W, 27-22",10/27/22,BAL,@ TB,NFL,0,0,0.00,0,0,0,0,0,0,"W, 27-22"
4399,11/07/22,BAL,@ NO,NFL,22,12,54.5,133,6.0,1,4.5,0,0.0,24t,7,1,3,2,87.9,"W, 27-13",11/07/22,BAL,@ NO,NFL,11,82,7.46,17,0,7,3,"W, 27-13",11/07/22,BAL,@ NO,NFL,0,0,0.00,0,0,0,0,0,0,"W, 27-13"
4400,11/20/22,BAL,vs CAR,NFL,33,24,72.7,209,6.3,0,0.0,1,3.0,31,9,3,3,16,76.5,"W, 13-3",11/20/22,BAL,vs CAR,NFL,11,31,2.82,10,1,4,1,"W, 13-3",11/20/22,BAL,vs CAR,NFL,0,0,0.00,0,0,0,0,0,0,"W, 13-3"
4401,11/27/22,BAL,@ JAX,NFL,32,16,50.0,254,7.9,1,3.1,0,0.0,62,10,3,1,1,87.2,"L, 28-27",11/27/22,BAL,@ JAX,NFL,14,89,6.36,12,0,5,4,"L, 28-27",11/27/22,BAL,@ JAX,NFL,0,0,0.00,0,0,0,0,0,0,"L, 28-27"
4402,12/04/22,BAL,vs DEN,NFL,4,3,75.0,11,2.8,0,0.0,0,0.0,5,0,0,2,10,77.1,"W, 10-9",12/04/22,BAL,vs DEN,NFL,1,9,9.00,9,0,0,0,"W, 10-9",12/04/22,BAL,vs DEN,NFL,0,0,0.00,0,0,0,0,0,0,"W, 10-9"
4403,08/11/22,BAL,vs TEN,NFL,18,16,88.9,109,6.1,1,5.6,0,0.0,22,7,1,1,0,110.4,"W, 23-10",08/11/22,BAL,vs TEN,NFL,3,17,5.67,14,0,1,1,"W, 23-10",08/11/22,BAL,vs TEN,NFL,0,0,0.00,0,0,0,0,0,0,"W, 23-10"
4404,08/21/22,BAL,@ ARI,NFL,14,13,92.9,129,9.2,1,7.1,0,0.0,31,7,2,1,3,128.9,"W, 24-17",08/21/22,BAL,@ ARI,NFL,2,9,4.50,10,0,1,1,"W, 24-17",08/21/22,BAL,@ ARI,NFL,0,0,0.00,0,0,0,0,0,0,"W, 24-17"
4405,08/27/22,BAL,vs WAS,NFL,4,2,50.0,25,6.2,0,0.0,0,0.0,17,0,0,0,0,69.8,"W, 17-15",08/27/22,BAL,vs WAS,NFL,0,0,0.00,0,0,0,0,"W, 17-15",08/27/22,BAL,vs WAS,NFL,0,0,0.00,0,0,0,0,0,0,"W, 17-15"
4406,11/27/22,BAL,@ JAX,NFL,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,"L, 28-27",11/27/22,BAL,@ JAX,NFL,0,0,0.00,0,0,0,0,"L, 28-27",11/27/22,BAL,@ JAX,NFL,0,0,0.00,0,0,0,0,0,0,"L, 28-27"
4407,12/04/22,BAL,vs DEN,NFL,32,27,84.4,187,5.8,0,0.0,1,3.1,22,8,1,2,6,78.0,"W, 10-9",12/04/22,BAL,vs DEN,NFL,10,41,4.10,14,1,5,1,"W, 10-9",12/04/22,BAL,vs DEN,NFL,0,0,0.00,0,0,0,0,0,0,"W, 10-9"
4408,12/11/22,BAL,@ PIT,NFL,12,8,66.7,88,7.3,0,0.0,0,0.0,25,4,2,1,6,88.2,"W, 16-14",12/11/22,BAL,@ PIT,NFL,9,31,3.44,11,0,1,1,"W, 16-14",12/11/22,BAL,@ PIT,NFL,0,0,0.00,0,0,0,0,0,0,"W, 16-14"
4409,12/17/22,BAL,@ CLE,NFL,30,17,56.7,138,4.6,0,0.0,1,3.3,19,6,0,3,12,54.6,"L, 13-3",12/17/22,BAL,@ CLE,NFL,6,15,2.50,9,0,1,0,"L, 13-3",12/17/22,BAL,@ CLE,NFL,0,0,0.00,0,0,0,0,0,0,"L, 13-3"
4410,12/24/22,BAL,vs ATL,NFL,17,9,52.9,115,6.8,1,5.9,0,0.0,40,5,2,0,0,94.0,"W, 17-9",12/24/22,BAL,vs ATL,NFL,11,26,2.36,8,0,3,0,"W, 17-9",12/24/22,BAL,vs ATL,NFL,0,0,0.00,0,0,0,0,0,0,"W, 17-9"
4411,01/01/23,BAL,vs PIT,NFL,21,14,66.7,130,6.2,1,4.8,1,4.8,19,8,0,1,10,79.5,"L, 16-13",01/01/23,BAL,vs PIT,NFL,7,24,3.43,10,0,2,1,"L, 16-13",01/01/23,BAL,vs PIT,NFL,0,0,0.00,0,0,0,0,0,0,"L, 16-13"
4412,01/15/23,BAL,@ CIN,NFL,29,17,58.6,226,7.8,2,6.9,1,3.4,41t,11,4,2,17,92.0,"L, 24-17",01/15/23,BAL,@ CIN,NFL,9,54,6.00,35,0,3,1,"L, 24-17",01/15/23,BAL,@ CIN,NFL,0,0,0.00,0,0,0,0,0,0,"L, 24-17"
4413,08/11/22,BAL,vs TEN,NFL,15,10,66.7,117,7.8,0,0.0,0,0.0,38,4,2,0,0,90.1,"W, 23-10",08/11/22,BAL,vs TEN,NFL,2,14,7.00,9,0,1,0,"W, 23-10",08/11/22,BAL,vs TEN,NFL,0,0,0.00,0,0,0,0,0,0,"W, 23-10"
4414,08/21/22,BAL,@ ARI,NFL,13,10,76.9,91,7.0,2,15.4,1,7.7,38t,4,1,0,0,102.9,"W, 24-17",08/21/22,BAL,@ ARI,NFL,0,0,0.00,0,0,0,0,"W, 24-17",08/21/22,BAL,@ ARI,NFL,0,0,0.00,0,0,0,0,0,0,"W, 24-17"
4415,08/27/22,BAL,vs WAS,NFL,19,15,78.9,256,13.5,1,5.3,0,0.0,67t,7,4,0,0,136.3,"W, 17-15",08/27/22,BAL,vs WAS,NFL,3,8,2.67,6t,1,1,0,"W, 17-15",08/27/22,BAL,vs WAS,NFL,0,0,0.00,0,0,0,0,0,0,"W, 17-15"
4416,12/11/22,BAL,@ PIT,NFL,5,3,60.0,16,3.2,0,0.0,0,0.0,7,1,0,1,4,65.4,"W, 16-14",12/11/22,BAL,@ PIT,NFL,3,-5,-1.67,-1,0,0,0,"W, 16-14",12/11/22,BAL,@ PIT,NFL,0,0,0.00,0,0,0,0,0,0,"W, 16-14"
4417,01/08/23,BAL,@ CIN,NFL,44,19,43.2,286,6.5,0,0.0,2,4.5,47,12,4,4,10,46.2,"L, 27-16",01/08/23,BAL,@ CIN,NFL,0,0,0.00,0,0,0,0,"L, 27-16",01/08/23,BAL,@ CIN,NFL,0,0,0.00,0,0,0,0,0,0,"L, 27-16"
4418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/22,BAL,@ NYJ,NFL,0,0,0.00,0,0,0,0,0,0,"W, 24-9"
4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,BAL,vs BUF,NFL,0,0,0.00,0,0,0,0,0,0,"L, 23-20"
4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,BAL,vs CIN,NFL,1,7,7.00,7,0,0,0,2,2,"W, 19-17"
4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BAL,@ NYG,NFL,0,0,0.00,0,0,0,0,0,0,"L, 24-20"
4422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,BAL,vs CLE,NFL,0,0,0.00,0,0,0,0,0,0,"W, 23-20"
4423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/27/22,BAL,@ TB,NFL,3,24,8.00,12,0,1,0,4,1,"W, 27-22"
4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/07/22,BAL,@ NO,NFL,2,22,11.00,12,0,2,0,2,8,"W, 27-13"
4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BAL,vs CAR,NFL,0,0,0.00,0,0,0,0,2,0,"W, 13-3"
4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/27/22,BAL,@ JAX,NFL,0,0,0.00,0,0,0,0,0,0,"L, 28-27"
4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/04/22,BAL,vs DEN,NFL,2,9,4.50,7,0,0,0,2,5,"W, 10-9"
4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BAL,@ PIT,NFL,0,0,0.00,0,0,0,0,0,0,"W, 16-14"
4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BAL,@ CLE,NFL,0,0,0.00,0,0,0,0,2,0,"L, 13-3"
4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BAL,vs ATL,NFL,0,0,0.00,0,0,0,0,0,0,"W, 17-9"
4431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/23,BAL,vs PIT,NFL,0,0,0.00,0,0,0,0,0,0,"L, 16-13"
4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,BAL,@ CIN,NFL,0,0,0.00,0,0,0,0,3,0,"L, 27-16"
4433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BAL,@ CIN,NFL,0,0,0.00,0,0,0,0,0,0,"L, 24-17"
4434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,BAL,@ NE,NFL,7,23,3.29,5,0,0,0,"W, 37-26",09/25/22,BAL,@ NE,NFL,2,17,8.50,11,0,1,0,2,13,"W, 37-26"
4435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,BAL,vs BUF,NFL,13,41,3.15,16,1,5,1,"L, 23-20",10/02/22,BAL,vs BUF,NFL,4,22,5.50,20,1,2,1,4,23,"L, 23-20"
4436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,BAL,vs CIN,NFL,8,44,5.50,17,0,5,2,"W, 19-17",10/09/22,BAL,vs CIN,NFL,0,0,0.00,0,0,0,0,0,0,"W, 19-17"
4437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BAL,@ NYG,NFL,7,15,2.14,6,0,0,0,"L, 24-20",10/16/22,BAL,@ NYG,NFL,0,0,0.00,0,0,0,0,0,0,"L, 24-20"
4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BAL,@ PIT,NFL,15,120,8.00,44,1,5,3,"W, 16-14",12/11/22,BAL,@ PIT,NFL,0,0,0.00,0,0,0,0,0,0,"W, 16-14"
4439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BAL,@ CLE,NFL,13,125,9.62,37,0,5,4,"L, 13-3",12/17/22,BAL,@ CLE,NFL,1,3,3.00,3,0,0,0,1,3,"L, 13-3"
4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BAL,vs ATL,NFL,12,59,4.92,14,0,2,2,"W, 17-9",12/24/22,BAL,vs ATL,NFL,0,0,0.00,0,0,0,0,1,0,"W, 17-9"
4441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/23,BAL,vs PIT,NFL,17,93,5.47,22,0,4,4,"L, 16-13",01/01/23,BAL,vs PIT,NFL,0,0,0.00,0,0,0,0,0,0,"L, 16-13"
4442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BAL,@ CIN,NFL,13,62,4.77,15,0,3,3,"L, 24-17",01/15/23,BAL,@ CIN,NFL,4,43,10.75,27,1,3,1,5,39,"L, 24-17"
4443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/04/22,LV,vs JAX,NFL,5,9,1.80,3,0,0,0,"W, 27-11",08/04/22,LV,vs JAX,NFL,0,0,0.00,0,0,0,0,0,0,"W, 27-11"
4444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/14/22,LV,vs MIN,NFL,4,15,3.75,7,0,2,0,"W, 26-20",08/14/22,LV,vs MIN,NFL,2,17,8.50,14,0,1,0,2,18,"W, 26-20"
4445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/20/22,LV,@ MIA,NFL,3,6,2.00,6,0,0,0,"W, 15-13",08/20/22,LV,@ MIA,NFL,3,10,3.33,6,0,0,0,3,7,"W, 15-13"
4446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/22,BAL,@ NYJ,NFL,11,31,2.82,8,0,1,0,"W, 24-9",09/11/22,BAL,@ NYJ,NFL,1,15,15.00,15,0,1,0,1,18,"W, 24-9"
4447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/18/22,BAL,vs MIA,NFL,6,8,1.33,6,0,0,0,"L, 42-38",09/18/22,BAL,vs MIA,NFL,0,0,0.00,0,0,0,0,0,0,"L, 42-38"
4448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/09/22,BAL,vs CIN,NFL,4,26,6.50,14,0,1,1,"W, 19-17",10/09/22,BAL,vs CIN,NFL,1,1,1.00,1,0,0,0,1,3,"W, 19-17"
4449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/22,BAL,@ NYG,NFL,10,119,11.90,30t,1,6,4,"L, 24-20",10/16/22,BAL,@ NYG,NFL,1,8,8.00,8,0,1,0,2,12,"L, 24-20"
4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,BAL,vs CLE,NFL,11,5,0.45,4,0,0,0,"W, 23-20",10/23/22,BAL,vs CLE,NFL,0,0,0.00,0,0,0,0,1,0,"W, 23-20"
4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/27/22,BAL,@ TB,NFL,7,62,8.86,40,0,2,1,"W, 27-22",10/27/22,BAL,@ TB,NFL,4,5,1.25,5t,1,1,0,4,17,"W, 27-22"
4452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/07/22,BAL,@ NO,NFL,24,93,3.88,18,2,6,2,"W, 27-13",11/07/22,BAL,@ NO,NFL,2,16,8.00,11,0,2,0,2,21,"W, 27-13"
4453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BAL,vs CAR,NFL,10,46,4.60,29,0,1,1,"W, 13-3",11/20/22,BAL,vs CAR,NFL,2,7,3.50,5,0,0,0,4,12,"W, 13-3"
4454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/27/22,BAL,@ JAX,NFL,2,2,1.00,6,0,1,0,"L, 28-27",11/27/22,BAL,@ JAX,NFL,0,0,0.00,0,0,0,0,1,0,"L, 28-27"
4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/04/22,BAL,vs DEN,NFL,7,29,4.14,12,0,1,1,"W, 10-9",12/04/22,BAL,vs DEN,NFL,2,17,8.50,13,0,1,0,3,17,"W, 10-9"
4456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BAL,@ PIT,NFL,1,1,1.00,1,0,0,0,"W, 16-14",12/11/22,BAL,@ PIT,NFL,2,1,0.50,1,0,0,0,2,5,"W, 16-14"
4457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,BAL,@ CIN,NFL,16,60,3.75,18,1,2,1,"L, 27-16",01/08/23,BAL,@ CIN,NFL,2,19,9.50,10,0,1,0,5,20,"L, 27-16"
4458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,BAL,vs CLE,NFL,16,66,4.12,12,2,5,1,"W, 23-20",10/23/22,BAL,vs CLE,NFL,0,0,0.00,0,0,0,0,1,0,"W, 23-20"
4459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/27/22,BAL,@ TB,NFL,11,65,5.91,22,0,4,3,"W, 27-22",10/27/22,BAL,@ TB,NFL,0,0,0.00,0,0,0,0,0,0,"W, 27-22"
4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/27/22,BAL,@ JAX,NFL,16,52,3.25,16,1,6,1,"L, 28-27",11/27/22,BAL,@ JAX,NFL,0,0,0.00,0,0,0,0,1,0,"L, 28-27"
4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/04/22,BAL,vs DEN,NFL,6,12,2.00,4,0,1,0,"W, 10-9",12/04/22,BAL,vs DEN,NFL,0,0,0.00,0,0,0,0,0,0,"W, 10-9"
4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/11/22,BAL,@ PIT,NFL,13,66,5.08,16,0,5,1,"W, 16-14",12/11/22,BAL,@ PIT,NFL,0,0,0.00,0,0,0,0,0,0,"W, 16-14"
4463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/17/22,BAL,@ CLE,NFL,7,55,7.86,25,0,3,2,"L, 13-3",12/17/22,BAL,@ CLE,NFL,0,0,0.00,0,0,0,0,0,0,"L, 13-3"
4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/24/22,BAL,vs ATL,NFL,11,99,9.00,37,0,5,4,"W, 17-9",12/24/22,BAL,vs ATL,NFL,0,0,0.00,0,0,0,0,0,0,"W, 17-9"
4465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/23,BAL,vs PIT,NFL,3,2,0.67,2,0,0,0,"L, 16-13",01/01/23,BAL,vs PIT,NFL,0,0,0.00,0,0,0,0,0,0,"L, 16-13"
4466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/23,BAL,@ CIN,NFL,4,16,4.00,11,0,1,1,"L, 27-16",01/08/23,BAL,@ CIN,NFL,0,0,0.00,0,0,0,0,0,0,"L, 27-16"
4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/15/23,BAL,@ CIN,NFL,12,39,3.25,9,0,4,0,"L, 24-17",01/15/23,BAL,@ CIN,NFL,1,13,13.00,13,0,1,0,1,18,"L, 24-17"
4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/11/22,BAL,vs TEN,NFL,3,11,3.67,8,0,0,0,"W, 23-10",08/11/22,BAL,vs TEN,NFL,0,0,0.00,0,0,0,0,0,0,"W, 23-10"
4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/21/22,BAL,@ ARI,NFL,5,5,1.00,3,0,1,0,"W, 24-17",08/21/22,BAL,@ ARI,NFL,1,8,8.00,8,0,0,0,1,5,"W, 24-17"
4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/27/22,BAL,vs WAS,NFL,0,0,0.00,0,0,0,0,"W, 17-15",08/27/22,BAL,vs WAS,NFL,0,0,0.00,0,0,0,0,0,0,"W, 17-15"
4471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/22,BAL,@ NYJ,NFL,2,4,2.00,3,0,0,0,"W, 24-9",09/11/22,BAL,@ NYJ,NFL,2,7,3.50,5,0,0,0,2,4,"W, 24-9"
4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/18/22,BAL,vs MIA,NFL,3,16,5.33,13,0,1,1,"L, 42-38",09/18/22,BAL,vs MIA,NFL,0,0,0.00,0,0,0,0,0,0,"L, 42-38"
4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/25/22,BAL,@ NE,NFL,6,60,10.00,34,0,2,2,"W, 37-26",09/25/22,BAL,@ NE,NFL,0,0,0.00,0,0,0,0,0,0,"W, 37-26"
4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/22,BAL,vs BUF,NFL,8,45,5.62,14,0,3,3,"L, 23-20",10/02/22,BAL,vs BUF,NFL,2,12,6.00,10,0,1,0,2,18,"L, 23-20"
4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/23/22,BAL,vs CLE,NFL,5,26,5.20,9,0,0,0,"W, 23-20",10/23/22,BAL,vs CLE,NFL,0,0,0.00,0,0,0,0,0,0,"W, 23-20"
4476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/27/22,BAL,@ TB,NFL,4,28,7.00,12,0,1,1,"W, 27-22",10/27/22,BAL,@ TB,NFL,0,0,0.00,0,0,0,0,0,0,"W, 27-22"
4477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/07/22,BAL,@ NO,NFL,4,11,2.75,9,0,0,0,"W, 27-13",11/07/22,BAL,@ NO,NFL,1,8,8.00,8,0,0,0,1,4,"W, 27-13"
4478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/20/22,BAL,vs CAR,NFL,7,30,4.29,11,0,3,1,"W, 13-3",11/20/22,BAL,vs CAR,NFL,3,8,2.67,7,0,0,0,3,23,"W, 13-3"
4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/27/22,BAL,@ JAX,NFL,1,3,3.00,3,0,0,0,"L, 28-27",11/27/22,BAL,@ JAX,NFL,0,0,0.00,0,0,0,0,0,0,"L, 28-27"
4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/04/22,BAL,vs DEN,NFL,1,2,2.00,2,0,0,0,"W, 10-9",12/04/22,BAL,vs DEN,NFL,2,4,2.00,5,0,0,0,2,14,"W, 10-9"
